Taxon	Gene	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Dbia	DB10_00005160	0.2219	0.4200	0.1788	0.4343	0.263	0.271	0.530	49.61	0.677	0.581	1212	1249	-0.675821	0.043235
Dsuz	DS10_00005508	0.2130	0.4271	0.1837	0.4278	0.254	0.276	0.531	49.11	0.679	0.581	1207	1245	-0.682972	0.041767
Dmel	FBpp0087986	0.2336	0.3894	0.2258	0.4055	0.265	0.214	0.493	52.65	0.629	0.563	1204	1239	-0.660049	0.042776
Dbia	DB10_00003753	0.2207	0.4340	0.1728	0.4232	0.234	0.274	0.526	49.01	0.681	0.574	1521	1556	-0.774422	0.056555
Dsuz	DS10_00000178	0.2684	0.3948	0.1910	0.3963	0.235	0.217	0.489	52.44	0.628	0.553	1523	1565	-0.748371	0.056869
Dtak	DT10_00007473	0.2454	0.4057	0.1753	0.4283	0.221	0.227	0.495	49.90	0.660	0.562	1489	1522	-0.781669	0.056505
Dmel	FBpp0072008	0.2490	0.4104	0.1917	0.4002	0.238	0.218	0.490	52.02	0.643	0.555	1520	1555	-0.775949	0.056592
Dbia	DB10_00008477	0.1213	0.5592	0.0831	0.5410	0.289	0.483	0.675	37.44	0.835	0.592	400	412	-0.125000	0.077670
Dsuz	DS10_00004912	0.1782	0.4833	0.1397	0.4738	0.269	0.340	0.579	44.44	0.741	0.577	525	538	-0.095725	0.078067
Dtak	DT10_00009959	0.1232	0.5396	0.0684	0.5730	0.300	0.496	0.683	35.07	0.844	0.599	404	416	-0.096875	0.076923
Dmel	FBpp0074122	0.1917	0.4631	0.1367	0.5131	0.272	0.336	0.582	44.74	0.735	0.558	400	412	-0.116990	0.077670
Dbia	DB10_00010986	0.1353	0.5038	0.2049	0.4107	0.218	0.365	0.590	49.11	0.724	0.590	156	161	-0.542236	0.086957
Dsuz	DS10_00002145	0.2037	0.4722	0.1275	0.4149	0.218	0.390	0.600	50.04	0.720	0.601	125	131	-0.341221	0.083969
Dtak	DT10_00010998	0.1776	0.4673	0.1569	0.4105	0.210	0.349	0.573	51.44	0.718	0.605	124	129	-0.269767	0.085271
Dmel	FBpp0086704	0.2056	0.4019	0.2353	0.3723	0.229	0.252	0.508	52.39	0.629	0.574	124	129	-0.376744	0.085271
Dmel	FBpp0084105	0.3140	0.3719	0.3404	0.1573	0.207	0.121	0.411	50.16	0.457	0.500	129	132	-0.706818	0.181818
Dbia	DB10_00001361	0.2845	0.3966	0.2500	0.3133	0.161	0.182	0.465	38.08	0.567	0.506	127	131	-0.705344	0.183206
Dtak	DT10_00001648	0.3443	0.3115	0.3587	0.1932	0.162	0.029	0.354	55.97	0.423	0.480	130	134	-0.628358	0.208955
Dsuz	DS10_00011610	0.3729	0.2966	0.3616	0.2284	0.169	-0.045	0.332	46.56	0.413	0.443	259	267	-0.666292	0.183521
Dmel	FBpp0099936	0.2143	0.4286	0.3088	0.4921	0.190	0.177	0.519	51.67	0.620	0.490	79	83	-1.387952	0.024096
Dbia	DB10_00010791	0.2283	0.5109	0.2991	0.4271	0.269	0.252	0.560	57.07	0.624	0.486	141	146	-1.580137	0.054795
Dsuz	DS10_00007478	0.2368	0.4079	0.3486	0.4175	0.247	0.142	0.492	61.00	0.569	0.514	130	135	-1.502963	0.029630
Dtak	DT10_00011214	0.2464	0.4058	0.3495	0.4375	0.219	0.123	0.488	52.71	0.569	0.497	123	128	-1.598438	0.023438
Dsuz	DS10_00010248	0.1497	0.4706	0.1779	0.4582	0.251	0.387	0.606	42.18	0.733	0.582	457	474	-0.178059	0.086498
Dbia	DB10_00001339	0.1565	0.4828	0.1216	0.4971	0.267	0.443	0.642	38.97	0.773	0.599	458	474	-0.168988	0.088608
Dtak	DT10_00001675	0.1410	0.4973	0.1057	0.5116	0.245	0.453	0.648	38.73	0.798	0.610	455	473	-0.186892	0.082452
Dmel	FBpp0084044	0.1862	0.4415	0.2049	0.4183	0.225	0.307	0.555	45.90	0.681	0.560	458	475	-0.205474	0.086316
Dbia	DB10_00001346	0.1416	0.5000	0.1632	0.4392	0.245	0.365	0.588	42.66	0.752	0.599	1599	1637	-0.697312	0.069640
Dsuz	DS10_00009156	0.2013	0.4321	0.2422	0.3838	0.232	0.242	0.513	49.02	0.644	0.550	1970	2015	-0.859653	0.064516
Dtak	DT10_00001667	0.1759	0.4627	0.1793	0.4282	0.237	0.315	0.557	44.67	0.710	0.584	1592	1628	-0.708477	0.068796
Dmel	FBpp0289120	0.1999	0.4377	0.2015	0.4100	0.236	0.271	0.529	48.57	0.674	0.568	1578	1615	-0.704644	0.069969
Dbia	DB10_00002344	0.2205	0.5317	0.1027	0.4070	0.283	0.482	0.667	37.97	0.737	0.590	1359	1391	-0.385550	0.074766
Dsuz	DS10_00003051	0.2871	0.4655	0.1202	0.3860	0.280	0.405	0.617	40.71	0.667	0.566	1354	1387	-0.366835	0.075703
Dtak	DT10_00002333	0.1919	0.5414	0.0989	0.4325	0.297	0.504	0.681	37.09	0.763	0.598	1360	1394	-0.367073	0.076040
Dmel	FBpp0080619	0.2951	0.4335	0.1578	0.3709	0.272	0.323	0.563	45.65	0.630	0.551	1360	1394	-0.352798	0.075323
Dbia	DB10_00001430	0.2792	0.3820	0.1941	0.4154	0.249	0.208	0.491	52.29	0.617	0.532	1957	2024	-0.306966	0.088439
Dsuz	DS10_00008811	0.3034	0.3703	0.2014	0.4008	0.248	0.172	0.469	54.00	0.593	0.521	2092	2167	-0.307753	0.090909
Dtak	DT10_00002928	0.2696	0.3972	0.1839	0.4182	0.240	0.220	0.499	51.09	0.632	0.539	1979	2049	-0.305418	0.087848
Dmel	FBpp0083695	0.3004	0.3761	0.2383	0.3632	0.264	0.138	0.448	54.64	0.569	0.502	1157	1200	-0.223333	0.090833
Dtak	DT10_00003218	0.2914	0.3772	0.2383	0.3989	0.239	0.148	0.460	54.72	0.584	0.494	1833	1890	-0.319153	0.098413
Dmel	FBpp0293659	0.4597	0.2133	0.3883	0.2653	0.205	-0.169	0.272	56.21	0.345	0.388	854	879	-0.150057	0.104664
Dbia	DB10_00001771	0.3950	0.2907	0.3461	0.2965	0.230	-0.056	0.339	59.41	0.430	0.417	853	877	-0.171380	0.103763
Dsuz	DS10_00011742	0.3944	0.2903	0.3607	0.2852	0.219	-0.063	0.335	59.77	0.421	0.409	851	877	-0.162600	0.109464
Dtak	DT10_00007385	0.2475	0.4290	0.1921	0.4157	0.242	0.242	0.516	51.60	0.649	0.533	1340	1379	-0.449311	0.077592
Dbia	DB10_00009118	0.1664	0.5009	0.1229	0.5050	0.258	0.427	0.637	41.21	0.770	0.580	686	712	-0.573595	0.077247
Dsuz	DS10_00009044	0.2224	0.4326	0.1625	0.4699	0.246	0.322	0.569	47.07	0.693	0.555	706	732	-0.558470	0.079235
Dmel	FBpp0082815	0.2255	0.4345	0.1651	0.4611	0.224	0.297	0.552	48.60	0.688	0.555	683	712	-0.522472	0.077247
Dtak	DT10_00002521	0.1400	0.5086	0.1362	0.4251	0.265	0.441	0.632	41.81	0.765	0.578	456	481	0.529938	0.118503
Dbia	DB10_00005159	0.1201	0.5417	0.0954	0.4578	0.289	0.495	0.667	38.74	0.816	0.595	457	481	0.521206	0.120582
Dsuz	DS10_00005509	0.1398	0.5229	0.1132	0.4345	0.282	0.450	0.637	39.13	0.784	0.585	463	487	0.536756	0.119097
Dmel	FBpp0088024	0.1376	0.5061	0.1111	0.4625	0.274	0.422	0.619	42.82	0.788	0.582	457	482	0.534647	0.118257
Dbia	DB10_00009192	0.3317	0.3654	0.3285	0.2895	0.208	0.021	0.384	55.15	0.489	0.469	268	283	-0.839929	0.098940
Dsuz	DS10_00009439	0.3317	0.3606	0.3301	0.2969	0.212	0.061	0.413	53.19	0.491	0.466	269	284	-0.902465	0.084507
Dtak	DT10_00001756	0.3397	0.3589	0.3744	0.2378	0.205	-0.013	0.365	56.32	0.447	0.457	266	283	-0.898587	0.095406
Dmel	FBpp0083051	0.2982	0.3532	0.3058	0.3421	0.216	0.081	0.422	53.74	0.526	0.486	270	283	-0.773145	0.088339
Dbia	DB10_00008478	0.2295	0.4966	0.1469	0.3694	0.268	0.318	0.558	48.08	0.691	0.574	353	359	-0.103064	0.069638
Dsuz	DS10_00004913	0.2509	0.4639	0.1783	0.3420	0.251	0.263	0.521	52.28	0.647	0.551	351	357	-0.149860	0.072829
Dtak	DT10_00009960	0.2394	0.4085	0.1747	0.4032	0.240	0.230	0.495	48.79	0.653	0.572	331	338	0.063314	0.076923
Dmel	FBpp0074113	0.2828	0.3690	0.1835	0.4186	0.264	0.186	0.477	52.41	0.618	0.546	348	355	-0.106479	0.070423
Dmel	FBpp0085093	0.2987	0.3416	0.2970	0.3682	0.196	0.078	0.416	55.89	0.537	0.480	779	814	-0.717076	0.081081
Dbia	DB10_00006058	0.2329	0.4055	0.2595	0.3827	0.178	0.184	0.478	52.08	0.609	0.521	786	821	-0.818392	0.073082
Dsuz	DS10_00010284	0.2869	0.3533	0.2957	0.3661	0.180	0.099	0.429	53.12	0.545	0.490	797	829	-0.875151	0.077201
Dtak	DT10_00008994	0.3208	0.3110	0.3124	0.3472	0.173	0.053	0.397	50.76	0.502	0.472	793	828	-0.804469	0.076087
Dbia	DB10_00001874	0.2034	0.4379	0.1727	0.4514	0.219	0.339	0.582	46.69	0.696	0.566	705	733	-0.460982	0.080491
Dsuz	DS10_00010879	0.2456	0.4067	0.2058	0.4214	0.232	0.270	0.539	48.75	0.640	0.544	625	654	-0.482263	0.074924
Dtak	DT10_00011080	0.2151	0.4131	0.1676	0.4735	0.217	0.294	0.550	47.45	0.691	0.568	709	737	-0.493623	0.080054
Dmel	FBpp0082012	0.2240	0.4062	0.2318	0.4203	0.229	0.244	0.521	51.66	0.637	0.536	681	711	-0.494374	0.081575
Dbia	DB10_00003810	0.1799	0.4482	0.1764	0.5054	0.215	0.304	0.560	44.27	0.723	0.558	862	896	-0.862500	0.075893
Dsuz	DS10_00000700	0.2524	0.3932	0.1984	0.4702	0.209	0.218	0.510	52.15	0.651	0.525	810	843	-0.772123	0.074733
Dtak	DT10_00007560	0.2739	0.3566	0.2050	0.4769	0.215	0.197	0.496	51.48	0.629	0.525	809	845	-0.856686	0.072189
Dmel	FBpp0071911	0.2394	0.3955	0.1908	0.4727	0.237	0.251	0.527	51.23	0.663	0.541	864	898	-0.767929	0.074610
Dbia	DB10_00010185	0.2955	0.3589	0.2829	0.3391	0.212	0.088	0.413	55.03	0.536	0.460	692	714	0.113866	0.123249
Dsuz	DS10_00001813	0.3935	0.2509	0.4070	0.2339	0.178	-0.159	0.259	54.98	0.367	0.383	676	697	0.090100	0.121951
Dtak	DT10_00004136	0.3882	0.2756	0.3825	0.2377	0.198	-0.096	0.300	55.31	0.390	0.394	693	715	0.067273	0.124476
Dmel	FBpp0291183	0.3498	0.3268	0.3313	0.2740	0.220	-0.017	0.349	55.96	0.458	0.421	696	718	0.083008	0.123955
Dbia	DB10_00008503	0.0686	0.6119	0.0588	0.4720	0.310	0.559	0.707	33.80	0.893	0.662	635	663	0.057315	0.088989
Dsuz	DS10_00006149	0.1308	0.5212	0.1469	0.4218	0.251	0.416	0.614	42.20	0.769	0.612	624	654	0.050459	0.093272
Dtak	DT10_00008521	0.0766	0.5981	0.0866	0.4629	0.310	0.541	0.698	35.33	0.865	0.650	615	641	0.070671	0.095164
Dmel	FBpp0074089	0.1784	0.5000	0.1067	0.4449	0.260	0.400	0.606	41.95	0.761	0.600	648	676	0.032101	0.091716
Dtak	DT10_00005722	0.1754	0.4766	0.1322	0.5011	0.270	0.403	0.618	43.55	0.751	0.552	1286	1341	0.073826	0.096197
Dsuz	DS10_00002126	0.1705	0.5043	0.0871	0.5338	0.304	0.492	0.677	39.80	0.793	0.577	839	867	-0.016955	0.085352
Dbia	DB10_00004897	0.1408	0.5109	0.0789	0.5681	0.306	0.514	0.691	38.29	0.823	0.585	838	867	-0.019954	0.081892
Dmel	FBpp0086892	0.2041	0.4461	0.1236	0.5228	0.284	0.379	0.604	44.95	0.737	0.552	836	867	-0.038985	0.080738
Dtak	DT10_00000714	0.2405	0.4148	0.2384	0.3913	0.229	0.169	0.466	52.69	0.620	0.520	1175	1217	-0.461791	0.085456
Dbia	DB10_00001733	0.1365	0.5173	0.1006	0.4944	0.293	0.394	0.603	38.44	0.806	0.630	609	627	-0.514833	0.041467
Dsuz	DS10_00011464	0.1745	0.4685	0.1340	0.4724	0.251	0.304	0.544	43.96	0.748	0.609	731	752	-0.614894	0.042553
Dmel	FBpp0081723	0.1997	0.4716	0.1570	0.4202	0.272	0.303	0.545	47.88	0.710	0.593	679	698	-0.574069	0.048711
Dbia	DB10_00006564	0.1539	0.5392	0.1351	0.4613	0.264	0.415	0.627	41.58	0.772	0.591	1284	1324	-0.710801	0.068731
Dsuz	DS10_00005156	0.1369	0.5611	0.1202	0.4755	0.274	0.462	0.657	38.43	0.797	0.595	1109	1147	-0.716303	0.067132
Dtak	DT10_00008367	0.1621	0.5363	0.1167	0.4783	0.262	0.425	0.633	39.38	0.779	0.590	1102	1138	-0.702988	0.067663
Dmel	FBpp0292610	0.1854	0.5077	0.1540	0.4432	0.270	0.351	0.585	44.49	0.732	0.571	980	1016	-0.756890	0.062992
Dbia	DB10_00003026	0.2016	0.5217	0.1408	0.4538	0.302	0.391	0.620	43.87	0.733	0.561	3657	3715	-0.478331	0.084522
Dsuz	DS10_00003395	0.2373	0.4877	0.1580	0.4314	0.286	0.330	0.582	46.35	0.691	0.547	3658	3715	-0.465195	0.085330
Dtak	DT10_00001176	0.2288	0.4918	0.1520	0.4462	0.290	0.343	0.591	45.72	0.702	0.549	3650	3708	-0.476025	0.084682
Dmel	FBpp0076722	0.2831	0.4309	0.2126	0.3860	0.277	0.228	0.518	51.38	0.613	0.519	3659	3712	-0.464709	0.083782
Dbia	DB10_00005503	0.2201	0.4587	0.1655	0.4526	0.253	0.316	0.567	46.69	0.695	0.552	3691	3813	-0.542250	0.087857
Dsuz	DS10_00001080	0.2576	0.4168	0.1916	0.4094	0.232	0.243	0.517	49.02	0.640	0.549	2156	2226	-0.504268	0.078167
Dtak	DT10_00000584	0.2429	0.4333	0.1698	0.4288	0.246	0.275	0.537	47.95	0.669	0.559	2176	2249	-0.500889	0.078702
Dmel	FBpp0291871	0.2799	0.3932	0.2192	0.3920	0.235	0.195	0.486	51.77	0.603	0.536	3276	3375	-0.501689	0.076741
Dbia	DB10_00000911	0.2276	0.4508	0.2125	0.4418	0.300	0.281	0.551	45.59	0.665	0.589	1628	1651	-0.917020	0.023016
Dtak	DT10_00005344	0.2150	0.4487	0.2524	0.3938	0.300	0.252	0.531	44.74	0.634	0.585	1606	1626	-0.796249	0.021525
Dmel	FBpp0076333	0.2680	0.3964	0.2668	0.3821	0.294	0.182	0.486	48.01	0.587	0.564	1594	1616	-0.835210	0.023515
Dsuz	DS10_00006555	0.2921	0.3794	0.2631	0.4040	0.284	0.174	0.487	50.48	0.581	0.549	1436	1456	-0.955769	0.019231
Dbia	DB10_00001436	0.1349	0.4914	0.1121	0.4970	0.254	0.405	0.609	39.09	0.797	0.623	1236	1269	-0.603310	0.051221
Dsuz	DS10_00007987	0.1672	0.4577	0.1464	0.4648	0.241	0.338	0.565	43.22	0.743	0.602	1162	1194	-0.644389	0.051089
Dtak	DT10_00000259	0.1716	0.4750	0.0998	0.4974	0.250	0.387	0.598	40.84	0.778	0.612	965	996	-0.647390	0.052209
Dmel	FBpp0083666	0.2337	0.3792	0.2024	0.4111	0.230	0.216	0.483	50.05	0.638	0.568	1504	1541	-0.464698	0.049319
Dbia	DB10_00003610	0.1873	0.5252	0.1626	0.4299	0.277	0.388	0.614	44.41	0.727	0.559	1657	1714	-0.585181	0.088681
Dsuz	DS10_00000344	0.2413	0.5069	0.1508	0.4179	0.300	0.409	0.630	43.45	0.697	0.558	755	786	-0.813613	0.078880
Dtak	DT10_00006910	0.2278	0.4903	0.1554	0.4296	0.260	0.345	0.585	45.70	0.700	0.545	1495	1546	-0.540427	0.089263
Dmel	FBpp0088519	0.2966	0.4172	0.2091	0.3867	0.271	0.261	0.538	49.19	0.607	0.525	753	784	-0.797449	0.077806
Dbia	DB10_00010988	0.4038	0.1538	0.5564	0.1066	0.157	-0.246	0.178	45.28	0.213	0.392	174	181	0.167956	0.104972
Dsuz	DS10_00011762	0.4452	0.1301	0.4590	0.1818	0.149	-0.217	0.194	49.89	0.244	0.403	160	167	0.255689	0.107784
Dtak	DT10_00011513	0.4088	0.1572	0.4961	0.1913	0.170	-0.238	0.194	50.53	0.269	0.407	175	181	0.140884	0.116022
Dmel	FBpp0290341	0.4110	0.1595	0.4962	0.1917	0.159	-0.244	0.187	50.89	0.269	0.395	182	189	0.102116	0.105820
Dbia	DB10_00002797	0.1748	0.4868	0.1580	0.4653	0.263	0.377	0.602	45.30	0.735	0.572	2123	2208	-0.433469	0.096467
Dtak	DT10_00008271	0.1417	0.5072	0.1227	0.5261	0.258	0.439	0.643	40.69	0.791	0.599	1782	1844	-0.602278	0.078091
Dmel	FBpp0074936	0.2255	0.3850	0.2735	0.4094	0.240	0.173	0.478	55.42	0.605	0.512	582	594	-0.672391	0.057239
Dsuz	DS10_00009101	0.1885	0.4372	0.2719	0.3874	0.242	0.239	0.518	51.98	0.632	0.532	517	530	-0.606793	0.054717
Dsuz	DS10_00005154	0.1598	0.5503	0.1864	0.3916	0.258	0.399	0.619	49.61	0.725	0.588	218	225	-0.720000	0.066667
Dbia	DB10_00006563	0.1361	0.5562	0.1477	0.4545	0.247	0.442	0.647	45.47	0.775	0.601	218	225	-0.732444	0.066667
Dtak	DT10_00008368	0.1471	0.5824	0.1705	0.3879	0.242	0.450	0.651	45.40	0.748	0.594	218	225	-0.720000	0.066667
Dmel	FBpp0087863	0.1737	0.5030	0.2216	0.3855	0.224	0.342	0.583	50.97	0.685	0.574	216	224	-0.669196	0.066964
Dsuz	DS10_00007048	0.1475	0.4900	0.1677	0.4868	0.308	0.380	0.608	44.18	0.749	0.611	558	572	-0.658392	0.033217
Dbia	DB10_00004824	0.1408	0.5194	0.1557	0.4794	0.311	0.415	0.629	40.76	0.764	0.617	569	583	-0.650600	0.036021
Dtak	DT10_00006049	0.0976	0.5659	0.1045	0.5303	0.295	0.484	0.673	36.19	0.840	0.640	568	582	-0.644502	0.036082
Dmel	FBpp0070419	0.2039	0.4742	0.1979	0.4194	0.300	0.306	0.560	45.71	0.683	0.588	561	575	-0.636522	0.036522
Dbia	DB10_00009225	0.2189	0.4340	0.1676	0.4664	0.249	0.291	0.545	48.43	0.694	0.563	671	686	-0.433090	0.087464
Dsuz	DS10_00008894	0.2187	0.4131	0.1844	0.4709	0.251	0.284	0.540	48.35	0.681	0.557	670	685	-0.437810	0.086131
Dtak	DT10_00009824	0.2008	0.4280	0.1398	0.5215	0.254	0.323	0.566	45.66	0.730	0.576	659	673	-0.396731	0.086181
Dmel	FBpp0083026	0.2386	0.3845	0.1897	0.4808	0.245	0.249	0.520	52.52	0.662	0.544	666	681	-0.440088	0.085169
Dsuz	DS10_00010609	0.1972	0.4939	0.1503	0.4281	0.247	0.331	0.570	46.11	0.719	0.564	1785	1846	-0.457096	0.053088
Dbia	DB10_00007113	0.1981	0.4933	0.1554	0.4196	0.253	0.330	0.568	46.21	0.713	0.564	1801	1862	-0.466165	0.053706
Dtak	DT10_00010176	0.1742	0.5171	0.1383	0.4380	0.255	0.367	0.592	43.61	0.747	0.576	1787	1848	-0.447619	0.052489
Dmel	FBpp0111537	0.2313	0.4586	0.1861	0.3895	0.243	0.267	0.528	49.64	0.662	0.549	1829	1895	-0.476201	0.054881
Dtak	DT10_00009878	0.2321	0.4609	0.1373	0.4305	0.230	0.276	0.533	47.21	0.699	0.575	1487	1524	-0.554068	0.063648
Dmel	FBpp0083885	0.2375	0.4517	0.1465	0.4217	0.244	0.278	0.534	47.30	0.686	0.573	1524	1564	-0.515793	0.064578
Dbia	DB10_00007352	0.1963	0.4920	0.1178	0.4492	0.240	0.357	0.584	43.66	0.743	0.597	1492	1529	-0.560170	0.059516
Dsuz	DS10_00009328	0.2269	0.4516	0.1447	0.4328	0.229	0.313	0.556	45.36	0.697	0.577	1606	1643	-0.516555	0.064516
Dsuz	DS10_00010246	0.1258	0.5368	0.1237	0.4750	0.263	0.397	0.608	40.49	0.800	0.608	385	394	-0.906853	0.063452
Dbia	DB10_00001337	0.1235	0.5494	0.0819	0.5035	0.299	0.453	0.643	37.75	0.833	0.622	384	394	-0.884772	0.063452
Dtak	DT10_00001678	0.1098	0.5488	0.0853	0.5142	0.287	0.424	0.624	38.23	0.842	0.626	386	395	-0.877215	0.063291
Dmel	FBpp0084045	0.1944	0.4846	0.1493	0.4296	0.242	0.288	0.537	46.71	0.723	0.581	382	391	-0.918159	0.061381
Dbia	DB10_00006843	0.3250	0.3194	0.2519	0.3409	0.221	0.083	0.405	55.80	0.523	0.517	1473	1526	-0.467366	0.058978
Dsuz	DS10_00001292	0.3493	0.2998	0.2632	0.3235	0.225	0.056	0.391	55.82	0.494	0.505	1460	1511	-0.462872	0.061549
Dtak	DT10_00010418	0.3470	0.3000	0.2799	0.3098	0.218	0.046	0.387	55.20	0.482	0.509	1353	1394	-0.536012	0.056671
Dmel	FBpp0304748	0.3479	0.3370	0.3094	0.2538	0.215	0.052	0.397	55.76	0.465	0.510	647	661	-0.651589	0.080182
Dbia	DB10_00004705	0.1185	0.5617	0.0888	0.5380	0.322	0.531	0.702	36.69	0.838	0.612	810	828	-0.602899	0.065217
Dsuz	DS10_00003983	0.2048	0.4613	0.1559	0.4846	0.279	0.363	0.597	45.41	0.719	0.569	812	831	-0.623225	0.064982
Dtak	DT10_00004558	0.2051	0.4722	0.1271	0.5033	0.275	0.362	0.596	43.70	0.741	0.569	815	831	-0.618412	0.064982
Dmel	FBpp0074227	0.2319	0.4380	0.1767	0.4641	0.274	0.305	0.561	48.67	0.682	0.544	806	826	-0.643341	0.065375
Dbia	DB10_00002447	0.2404	0.4112	0.1972	0.4300	0.253	0.253	0.526	50.71	0.649	0.540	1110	1142	-0.258932	0.081436
Dsuz	DS10_00000871	0.2513	0.4082	0.1848	0.4398	0.253	0.259	0.530	50.25	0.651	0.534	926	953	-0.298636	0.084995
Dtak	DT10_00004416	0.2330	0.4320	0.1855	0.4284	0.253	0.277	0.542	49.68	0.664	0.544	1013	1042	-0.272361	0.082534
Dmel	FBpp0078757	0.1766	0.3930	0.1500	0.5299	0.234	0.292	0.538	44.15	0.729	0.581	472	483	-0.142029	0.095238
Dbia	DB10_00000638	0.3378	0.3560	0.2609	0.3519	0.250	0.115	0.442	53.72	0.534	0.471	1047	1076	-0.712825	0.065056
Dsuz	DS10_00001514	0.3488	0.3293	0.3177	0.3169	0.241	0.040	0.395	55.51	0.483	0.448	1049	1081	-0.686309	0.067530
Dtak	DT10_00010111	0.3050	0.3641	0.2610	0.3801	0.233	0.136	0.452	54.26	0.560	0.481	1047	1078	-0.735529	0.064935
Dmel	FBpp0076021	0.3532	0.2807	0.3389	0.3347	0.212	-0.014	0.360	57.62	0.461	0.446	994	1028	-0.693288	0.071012
Dbia	DB10_00000293	0.2617	0.3996	0.2409	0.4000	0.256	0.221	0.510	55.55	0.607	0.519	667	681	-0.414978	0.058737
Dsuz	DS10_00012110	0.2944	0.3629	0.2819	0.3619	0.248	0.156	0.470	56.06	0.550	0.494	673	687	-0.463173	0.056769
Dtak	DT10_00001392	0.2753	0.3664	0.2469	0.4075	0.266	0.190	0.491	54.52	0.591	0.516	672	685	-0.400000	0.056934
Dmel	FBpp0075106	0.2854	0.3158	0.3197	0.3722	0.238	0.092	0.430	57.00	0.524	0.484	675	687	-0.460262	0.059680
Dbia	DB10_00010418	0.1455	0.4841	0.1086	0.5370	0.272	0.447	0.648	40.68	0.795	0.596	551	560	-0.300536	0.055357
Dsuz	DS10_00007537	0.2257	0.4199	0.1622	0.4638	0.265	0.328	0.572	48.89	0.686	0.559	551	560	-0.269107	0.055357
Dtak	DT10_00000018	0.1367	0.5330	0.0599	0.5540	0.309	0.521	0.696	34.80	0.842	0.614	552	561	-0.328164	0.055258
Dmel	FBpp0076917	0.2306	0.4406	0.1622	0.4463	0.267	0.329	0.576	48.51	0.685	0.549	549	560	-0.333929	0.058929
Dbia	DB10_00004691	0.0952	0.4891	0.1400	0.5236	0.246	0.455	0.649	38.07	0.807	0.623	1007	1028	-0.574222	0.052529
Dsuz	DS10_00003968	0.1837	0.3978	0.2145	0.4580	0.231	0.280	0.537	47.68	0.678	0.565	947	967	-0.639193	0.048604
Dtak	DT10_00004471	0.1762	0.4278	0.1538	0.5102	0.246	0.352	0.586	42.25	0.736	0.579	985	1005	-0.590746	0.057711
Dmel	FBpp0074213	0.1937	0.3956	0.2143	0.4519	0.239	0.276	0.534	47.25	0.670	0.562	958	974	-0.626181	0.049281
Dtak	DT10_00008364	0.2129	0.4520	0.1390	0.4982	0.267	0.371	0.602	44.86	0.723	0.562	1859	1908	-0.484277	0.070755
Dbia	DB10_00006569	0.2237	0.4264	0.1943	0.4239	0.226	0.258	0.522	51.39	0.664	0.550	651	662	-0.359819	0.080060
Dsuz	DS10_00005164	0.2385	0.4192	0.1874	0.4280	0.228	0.256	0.523	52.34	0.657	0.545	648	660	-0.297576	0.081818
Dmel	FBpp0087867	0.2274	0.3931	0.1927	0.4603	0.233	0.249	0.518	51.66	0.663	0.549	649	664	-0.365964	0.082831
Dmel	FBpp0081688	0.2561	0.3827	0.2355	0.3982	0.237	0.180	0.471	53.89	0.608	0.535	4610	4723	-0.809231	0.047216
Dbia	DB10_00001250	0.2210	0.4288	0.1913	0.4323	0.236	0.265	0.526	49.69	0.671	0.559	4910	5032	-0.794873	0.048092
Dsuz	DS10_00009705	0.2289	0.4187	0.1889	0.4364	0.237	0.258	0.521	49.03	0.666	0.555	4709	4824	-0.793615	0.048922
Dtak	DT10_00007763	0.2117	0.4287	0.1574	0.4757	0.238	0.300	0.548	46.13	0.706	0.573	4419	4528	-0.799713	0.046157
Dmel	FBpp0087589	0.2456	0.4444	0.2407	0.4014	0.240	0.178	0.486	51.68	0.625	0.517	216	221	-0.560181	0.067873
Dbia	DB10_00007828	0.2349	0.4458	0.2102	0.4521	0.262	0.248	0.533	52.82	0.660	0.527	212	217	-0.728111	0.082949
Dsuz	DS10_00000604	0.2976	0.4107	0.2405	0.3767	0.224	0.160	0.476	55.70	0.585	0.498	212	217	-0.632258	0.078341
Dtak	DT10_00000978	0.3214	0.3810	0.2092	0.4286	0.249	0.100	0.443	54.09	0.590	0.492	210	216	-0.583796	0.078704
Dsuz	DS10_00010245	0.1898	0.5162	0.1687	0.4219	0.291	0.384	0.608	43.56	0.718	0.568	536	556	-0.601079	0.106115
Dbia	DB10_00001336	0.1683	0.5663	0.1104	0.4460	0.290	0.469	0.662	39.98	0.779	0.587	616	638	-0.550941	0.114420
Dtak	DT10_00001679	0.1862	0.5333	0.1450	0.4293	0.257	0.405	0.621	42.89	0.739	0.575	536	556	-0.605036	0.106115
Dmel	FBpp0084039	0.2420	0.4448	0.2078	0.3900	0.249	0.240	0.515	52.30	0.644	0.545	340	350	-0.639143	0.114286
Dbia	DB10_00009466	0.0892	0.5835	0.0697	0.5647	0.297	0.567	0.726	35.30	0.876	0.627	565	584	-0.605651	0.065068
Dsuz	DS10_00002797	0.1567	0.5107	0.1181	0.5166	0.254	0.446	0.648	42.18	0.785	0.588	600	622	-0.545820	0.065916
Dmel	FBpp0088585	0.2124	0.4534	0.1701	0.4649	0.260	0.330	0.574	47.60	0.701	0.564	495	513	-0.702729	0.066277
