Gene	Taxon	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
4149	DS10_00000078	Dsuz	0.3111	0.3674	0.209	0.4257	0.262	0.205	0.5	33.9375	0.597	0.527	1131	1186	-0.592074	0.077572
4150	DS10_00000079	Dsuz	0.2406	0.4392	0.1576	0.4093	0.229	0.281	0.536	25.390625	0.672	0.564	3503	3581	-0.402374	0.078749
4151	DS10_00000081	Dsuz	0.1991	0.4661	0.1295	0.4627	0.222	0.354	0.578	17.28125	0.731	0.583	528	560	-0.274643	0.075
4152	DS10_00000086	Dsuz	0.1838	0.4957	0.1195	0.5254	0.257	0.426	0.642	25.1875	0.767	0.583	313	320	-0.66125	0.065625
4153	DS10_00000089	Dsuz	0.2925	0.345	0.2941	0.3721	0.264	0.101	0.436	41.765625	0.544	0.52	1451	1482	-1.026856	0.022942
4154	DS10_00000091	Dsuz	0.28	0.48	0.1837	0.3261	0.308	0.3	0.548	28.5625	0.629	0.526	62	64	-0.9625	0.109375
4155	DS10_00000092	Dsuz	0.3482	0.3393	0.2785	0.35	0.216	0.111	0.438	35.90625	0.515	0.477	297	309	-0.539806	0.067961
4156	DS10_00000093	Dsuz	0.1947	0.5221	0.1075	0.3457	0.258	0.413	0.605	15.40625	0.731	0.57	119	128	0.790625	0.132812
4157	DS10_00000095	Dsuz	0.251	0.417	0.2232	0.4003	0.204	0.187	0.483	31.453125	0.626	0.535	920	940	-0.901915	0.052128
4158	DS10_00000097	Dsuz	0.2653	0.4082	0.2857	0.383	0.217	0.175	0.492	17.640625	0.576	0.502	132	142	-0.732394	0.049296
4159	DS10_00000098	Dsuz	0.1258	0.5283	0.1561	0.5394	0.309	0.402	0.632	12.828125	0.786	0.583	220	226	-1.330531	0.066372
4160	DS10_00000099	Dsuz	0.2757	0.413	0.1992	0.4054	0.253	0.206	0.497	35.1875	0.623	0.507	952	979	-0.284474	0.097038
4161	DS10_00000102	Dsuz	0.2121	0.417	0.1717	0.4129	0.216	0.284	0.524	25.8125	0.681	0.582	1509	1532	-0.841319	0.028068
4162	DS10_00000103	Dsuz	0.449	0.2653	0.2235	0.275	0.215	0.023	0.369	47.09375	0.432	0.481	111	113	-0.245133	0.106195
4163	DS10_00000105	Dsuz	0.2003	0.4599	0.144	0.4672	0.272	0.351	0.583	25.8125	0.722	0.562	681	704	-0.357102	0.080966
4164	DS10_00000110	Dsuz	0.2722	0.3481	0.3409	0.3478	0.2	0.092	0.425	45.328125	0.519	0.477	214	227	-0.812335	0.079295
4165	DS10_00000111	Dsuz	0.1176	0.6588	0.0745	0.5	0.31	0.713	0.826	3.828125	0.852	0.589	115	124	-0.604839	0.08871
4166	DS10_00000116	Dsuz	0.181	0.4286	0.2135	0.3969	0.224	0.262	0.51	25.015625	0.672	0.593	887	910	-0.547912	0.052747
4167	DS10_00000117	Dsuz	0.1537	0.5201	0.1157	0.4703	0.262	0.363	0.589	17.375	0.78	0.596	819	858	-0.296154	0.064103
4168	DS10_00000123	Dsuz	0.2114	0.4614	0.1371	0.512	0.291	0.346	0.59	23.5	0.727	0.569	605	626	-0.4623	0.113419
4169	DS10_00000125	Dsuz	0.2138	0.5138	0.1341	0.4491	0.253	0.366	0.601	22.59375	0.73	0.573	838	853	-0.879015	0.063306
4170	DS10_00000126	Dsuz	0.2786	0.3712	0.2327	0.3891	0.228	0.158	0.459	37.609375	0.59	0.519	2012	2070	-0.471111	0.063285
4171	DS10_00000130	Dsuz	0.3342	0.3424	0.2042	0.377	0.221	0.158	0.46	34.984375	0.561	0.509	435	456	-0.108991	0.100877
4172	DS10_00000131	Dsuz	0.1614	0.4265	0.1885	0.4945	0.241	0.332	0.573	19.828125	0.72	0.57	497	510	-0.329804	0.082353
4173	DS10_00000134	Dsuz	0.2642	0.383	0.2667	0.3951	0.235	0.166	0.475	39.3125	0.585	0.493	697	726	-0.295317	0.088154
4174	DS10_00000141	Dsuz	0.2289	0.4132	0.1928	0.4155	0.243	0.267	0.527	29.640625	0.658	0.57	474	481	-0.62183	0.058212
4175	DS10_00000146	Dsuz	0.2074	0.4861	0.1612	0.453	0.289	0.345	0.588	23.65625	0.712	0.559	403	411	-0.553528	0.085158
4176	DS10_00000149	Dsuz	0.1781	0.4893	0.1639	0.4282	0.269	0.355	0.584	23.0625	0.724	0.578	550	564	-0.291667	0.090426
4177	DS10_00000150	Dsuz	0.2771	0.3614	0.3204	0.4043	0.23	0.109	0.444	33.65625	0.548	0.437	124	132	-0.675	0.045455
4178	DS10_00000153	Dsuz	0.1794	0.5753	0.0941	0.4123	0.271	0.485	0.671	15.5	0.777	0.601	583	604	-0.286921	0.086093
4179	DS10_00000154	Dsuz	0.2836	0.4254	0.1195	0.4938	0.272	0.299	0.565	17.171875	0.688	0.56	340	362	-1.011602	0.110497
4180	DS10_00000156	Dsuz	0.232	0.4384	0.1611	0.4407	0.252	0.3	0.553	24.53125	0.684	0.566	765	796	-0.551005	0.090452
4181	DS10_00000158	Dsuz	0.2314	0.3451	0.2353	0.4774	0.229	0.147	0.458	37.90625	0.632	0.543	323	328	-0.529573	0.054878
4182	DS10_00000160	Dsuz	0.3106	0.3712	0.2626	0.4105	0.258	0.144	0.471	45.328125	0.568	0.513	155	161	-0.617391	0.099379
4183	DS10_00000161	Dsuz	0.2984	0.3089	0.2861	0.3775	0.227	0.059	0.395	45.6875	0.533	0.533	473	494	-0.717206	0.076923
4184	DS10_00000163	Dsuz	0.2121	0.5014	0.1671	0.4326	0.23	0.328	0.571	17.515625	0.707	0.572	475	487	-0.868583	0.063655
4185	DS10_00000164	Dsuz	0.129	0.5548	0.1703	0.369	0.246	0.335	0.554	22.015625	0.758	0.606	359	372	-0.800806	0.096774
4186	DS10_00000165	Dsuz	0.2169	0.4759	0.1986	0.4453	0.288	0.316	0.571	25.453125	0.683	0.524	205	208	-0.603846	0.072115
4187	DS10_00000170	Dsuz	0.1816	0.4417	0.1667	0.464	0.2	0.322	0.559	22.96875	0.712	0.54	410	433	0.611086	0.113164
4188	DS10_00000171	Dsuz	0.1163	0.4767	0.1316	0.5267	0.209	0.335	0.56	16.84375	0.791	0.6	191	196	0.121939	0.076531
4189	DS10_00000172	Dsuz	0.0982	0.6696	0.1222	0.4353	0.345	0.528	0.709	14.703125	0.836	0.623	134	137	-1.056934	0.065693
4190	DS10_00000174	Dsuz	0.2208	0.4343	0.1813	0.4141	0.233	0.251	0.514	29.546875	0.673	0.564	848	874	-0.681007	0.075515
4191	DS10_00000175	Dsuz	0.297	0.3365	0.2619	0.2953	0.24	0.094	0.396	38.28125	0.524	0.544	2057	2096	-0.091794	0.074427
4192	DS10_00000176	Dsuz	0.2273	0.4697	0.1992	0.3919	0.272	0.247	0.519	27.6875	0.665	0.561	1269	1302	-0.975115	0.08679
4193	DS10_00000178	Dsuz	0.2684	0.3948	0.191	0.3963	0.235	0.217	0.489	34.453125	0.628	0.553	1523	1565	-0.748371	0.056869
4194	DS10_00000185	Dsuz	0.192	0.4728	0.1579	0.4383	0.27	0.321	0.559	19.609375	0.72	0.611	863	893	-0.786562	0.042553
4195	DS10_00000186	Dsuz	0.2075	0.4836	0.1758	0.32	0.253	0.346	0.571	28.59375	0.672	0.565	699	739	0.675237	0.112314
4196	DS10_00000189	Dsuz	0.3708	0.2697	0.3077	0.3373	0.202	0.058	0.398	23.375	0.46	0.454	113	116	-0.671552	0.034483
4197	DS10_00000191	Dsuz	0.1961	0.5414	0.1353	0.4489	0.319	0.416	0.631	15.09375	0.745	0.564	458	483	-0.767702	0.062112
4198	DS10_00000192	Dsuz	0.2411	0.44	0.1392	0.4558	0.242	0.315	0.561	28.046875	0.693	0.544	1115	1170	-0.250086	0.1
4199	DS10_00000195	Dsuz	0.195	0.4961	0.1326	0.499	0.258	0.391	0.62	23.546875	0.748	0.574	671	689	-0.707257	0.058055
4200	DS10_00000202	Dsuz	0.2325	0.418	0.1927	0.3982	0.212	0.21	0.479	30.65625	0.653	0.557	968	990	-0.712222	0.054545
4201	DS10_00000204	Dsuz	0.3636	0.3485	0.2642	0.3586	0.271	0.05	0.417	34.734375	0.515	0.464	235	244	-0.431967	0.086066
4202	DS10_00000206	Dsuz	0.1287	0.5497	0.0962	0.5	0.252	0.505	0.685	14.84375	0.818	0.596	203	212	0.096226	0.108491
4203	DS10_00000208	Dsuz	0.1954	0.4964	0.1132	0.4421	0.257	0.379	0.596	21.390625	0.744	0.579	812	840	-0.241905	0.085714
4204	DS10_00000209	Dsuz	0.2192	0.3425	0.2963	0.3718	0.187	0.142	0.436	30.890625	0.574	0.503	94	102	-0.364706	0.127451
4205	DS10_00000214	Dsuz	0.1762	0.4249	0.1823	0.3895	0.225	0.262	0.5	30.3125	0.69	0.588	216	228	-0.091228	0.057018
4206	DS10_00000215	Dsuz	0.3064	0.3401	0.23	0.309	0.222	0.142	0.434	34.921875	0.543	0.596	350	353	-0.194901	0.036827
4207	DS10_00000218	Dsuz	0.2531	0.3942	0.2312	0.3809	0.267	0.226	0.506	30.421875	0.609	0.551	619	627	-0.476396	0.038278
4208	DS10_00000220	Dsuz	0.288	0.3225	0.2929	0.3835	0.235	0.098	0.421	40.59375	0.542	0.501	1379	1407	-0.660341	0.051173
4209	DS10_00000225	Dsuz	0.1447	0.6579	0.0941	0.45	0.377	0.666	0.79	6.015625	0.819	0.629	105	107	-0.9	0.074766
4210	DS10_00000226	Dsuz	0.2445	0.3909	0.1841	0.442	0.247	0.257	0.519	32.90625	0.651	0.552	1795	1858	-0.296825	0.074273
4211	DS10_00000228	Dsuz	0.1708	0.4822	0.1332	0.4813	0.236	0.329	0.563	21.96875	0.754	0.58	1349	1382	-0.595586	0.064399
4212	DS10_00000233	Dsuz	0.2173	0.4242	0.1956	0.3997	0.203	0.212	0.487	32.53125	0.66	0.555	1804	1864	-0.440987	0.069742
4213	DS10_00000241	Dsuz	0.1736	0.5145	0.1093	0.4858	0.231	0.437	0.643	15.96875	0.773	0.57	384	404	-0.54604	0.064356
4214	DS10_00000244	Dsuz	0.1821	0.5042	0.1722	0.3742	0.249	0.34	0.564	22.296875	0.708	0.585	672	701	-0.232953	0.077033
4215	DS10_00000246	Dsuz	0.1989	0.4356	0.1147	0.5677	0.213	0.414	0.638	17.28125	0.762	0.598	726	744	-1.078763	0.053763
4216	DS10_00000251	Dsuz	0.3121	0.3064	0.3081	0.319	0.182	0.052	0.387	45.203125	0.495	0.479	212	217	-0.920277	0.078341
4217	DS10_00000252	Dsuz	0.2036	0.4364	0.1667	0.4772	0.242	0.331	0.572	27.640625	0.705	0.559	1089	1113	-0.620126	0.042228
4218	DS10_00000257	Dsuz	0.1889	0.5333	0.12	0.4203	0.302	0.343	0.583	25.25	0.748	0.6	103	110	-0.450909	0.081818
4219	DS10_00000258	Dsuz	0.2255	0.4436	0.2597	0.4112	0.256	0.246	0.533	29.984375	0.633	0.524	542	553	-0.897288	0.070524
4220	DS10_00000259	Dsuz	0.2857	0.3361	0.2893	0.3051	0.184	0.092	0.407	46.546875	0.524	0.524	145	147	-0.071429	0.034014
4221	DS10_00000261	Dsuz	0.1811	0.5849	0.1032	0.4311	0.311	0.532	0.706	11.125	0.773	0.56	326	338	-0.403846	0.085799
4222	DS10_00000262	Dsuz	0.184	0.4936	0.175	0.4241	0.264	0.354	0.587	22.9375	0.717	0.58	861	873	-0.753036	0.061856
4223	DS10_00000263	Dsuz	0.2613	0.3801	0.2736	0.4175	0.232	0.18	0.492	36.546875	0.592	0.524	660	681	-1.001762	0.042584
4224	DS10_00000264	Dsuz	0.188	0.4728	0.1873	0.4651	0.271	0.319	0.572	25.109375	0.707	0.558	851	874	-0.726545	0.058352
4225	DS10_00000266	Dsuz	0.1783	0.507	0.1353	0.455	0.235	0.37	0.595	23.296875	0.753	0.585	477	489	-0.845399	0.05317
4226	DS10_00000267	Dsuz	0.1825	0.5053	0.0914	0.5065	0.298	0.417	0.627	13.125	0.777	0.588	448	461	-0.375054	0.065076
4227	DS10_00000269	Dsuz	0.2745	0.3725	0.2329	0.4038	0.248	0.18	0.474	32.734375	0.599	0.519	302	309	-0.550485	0.10356
4228	DS10_00000271	Dsuz	0.175	0.4778	0.1535	0.4993	0.248	0.348	0.587	23.484375	0.744	0.577	975	1015	-0.667488	0.068966
4229	DS10_00000281	Dsuz	0.229	0.4529	0.1236	0.4154	0.246	0.368	0.58	23.328125	0.704	0.563	452	468	-0.051282	0.074786
4230	DS10_00000283	Dsuz	0.292	0.376	0.2897	0.3522	0.263	0.176	0.477	35.421875	0.545	0.474	321	327	-0.440367	0.073394
4231	DS10_00000284	Dsuz	0.1603	0.5802	0.128	0.4628	0.275	0.48	0.675	16.21875	0.781	0.583	169	175	-0.681714	0.102857
4232	DS10_00000286	Dsuz	0.1884	0.5145	0.1548	0.3799	0.247	0.367	0.584	21.5625	0.717	0.589	498	510	-0.54	0.054902
4233	DS10_00000288	Dsuz	0.1801	0.5188	0.1176	0.4651	0.248	0.374	0.605	19.78125	0.76	0.571	438	455	-0.453407	0.103297
4234	DS10_00000290	Dsuz	0.1823	0.4619	0.1541	0.4464	0.261	0.333	0.565	21.953125	0.726	0.594	1093	1121	-0.499465	0.062444
4235	DS10_00000297	Dsuz	0.162	0.5642	0.1	0.5193	0.314	0.536	0.712	7.65625	0.802	0.577	243	248	-1.139113	0.068548
4236	DS10_00000299	Dsuz	0.182	0.4954	0.1623	0.4236	0.252	0.349	0.583	24.078125	0.72	0.562	503	516	-0.084496	0.071705
4237	DS10_00000301	Dsuz	0.1667	0.4797	0.127	0.4477	0.248	0.409	0.607	20.921875	0.755	0.612	298	307	-0.198046	0.052117
4238	DS10_00000303	Dsuz	0.1342	0.526	0.1271	0.4985	0.269	0.435	0.638	17.53125	0.791	0.582	450	459	-0.091068	0.084967
4239	DS10_00000306	Dsuz	0.2697	0.3371	0.2135	0.4	0.198	0.236	0.495	44.96875	0.598	0.547	107	114	0.233333	0.070175
4240	DS10_00000310	Dsuz	0.1875	0.4671	0.1457	0.4514	0.238	0.328	0.563	24.875	0.729	0.602	373	379	-0.734829	0.034301
4241	DS10_00000312	Dsuz	0.1799	0.4604	0.1483	0.4751	0.273	0.388	0.608	19.96875	0.737	0.613	520	537	-0.608939	0.052142
4242	DS10_00000314	Dsuz	0.2791	0.4141	0.2106	0.3421	0.255	0.197	0.477	31.71875	0.602	0.543	1527	1543	-0.839598	0.060272
4243	DS10_00000317	Dsuz	0.1699	0.576	0.0827	0.5273	0.333	0.557	0.728	10.140625	0.808	0.571	1013	1054	-0.801898	0.077799
4244	DS10_00000321	Dsuz	0.2947	0.3549	0.2234	0.4188	0.24	0.177	0.475	35.34375	0.589	0.52	825	859	-0.48475	0.074505
4245	DS10_00000322	Dsuz	0.2706	0.4459	0.1487	0.4164	0.23	0.265	0.528	30.140625	0.66	0.512	447	474	-0.320675	0.092827
4246	DS10_00000325	Dsuz	0.2276	0.4322	0.1709	0.4193	0.239	0.294	0.538	28.65625	0.677	0.571	939	961	-0.733611	0.049948
4247	DS10_00000327	Dsuz	0.1723	0.5015	0.1795	0.3993	0.229	0.291	0.54	27.546875	0.717	0.563	396	409	-0.622249	0.05379
4248	DS10_00000328	Dsuz	0.1563	0.5175	0.1076	0.4876	0.237	0.419	0.628	15.859375	0.782	0.57	422	447	-0.034676	0.131991
4249	DS10_00000330	Dsuz	0.1218	0.5	0.1242	0.5012	0.298	0.412	0.614	12.6875	0.798	0.607	565	580	-0.480517	0.058621
4250	DS10_00000333	Dsuz	0.1901	0.4835	0.1611	0.4828	0.276	0.334	0.58	25.265625	0.725	0.534	614	630	-0.50873	0.071429
4251	DS10_00000344	Dsuz	0.2413	0.5069	0.1508	0.4179	0.3	0.409	0.63	20.40625	0.697	0.558	755	786	-0.813613	0.07888
4252	DS10_00000347	Dsuz	0.2208	0.4428	0.1803	0.4338	0.251	0.237	0.51	29.96875	0.679	0.567	1050	1077	-0.752368	0.064067
4253	DS10_00000357	Dsuz	0.2384	0.4245	0.1611	0.417	0.232	0.292	0.536	27.640625	0.67	0.555	1244	1288	-0.307531	0.073758
4254	DS10_00000360	Dsuz	0.2044	0.5801	0.0703	0.4294	0.344	0.53	0.701	16.546875	0.784	0.585	231	233	-0.416309	0.04721
4255	DS10_00000361	Dsuz	0.2696	0.4205	0.2599	0.2233	0.199	0.139	0.421	15	0.552	0.546	549	594	-0.568519	0.09596
4256	DS10_00000367	Dsuz	0.2638	0.4172	0.2152	0.3919	0.261	0.222	0.502	30.015625	0.621	0.531	203	211	-0.42891	0.094787
4257	DS10_00000368	Dsuz	0.2405	0.3852	0.2426	0.3977	0.246	0.159	0.455	34.546875	0.615	0.566	1247	1280	-0.968359	0.039062
4258	DS10_00000369	Dsuz	0.2592	0.4217	0.2384	0.3343	0.25	0.199	0.481	34.34375	0.597	0.542	1282	1298	-0.749615	0.057781
4259	DS10_00000370	Dsuz	0.3333	0.303	0.4032	0.1607	0.157	-0.035	0.316	36.34375	0.382	0.473	76	79	0.093671	0.113924
4260	DS10_00000371	Dsuz	0.2157	0.4681	0.17	0.3956	0.27	0.247	0.511	26.234375	0.687	0.58	997	1020	-0.732255	0.038235
4261	DS10_00000375	Dsuz	0.179	0.5223	0.1315	0.4323	0.293	0.404	0.617	18.15625	0.75	0.595	1505	1552	-0.528286	0.068943
4262	DS10_00000376	Dsuz	0.1205	0.5904	0.0714	0.4762	0.296	0.568	0.723	11.75	0.84	0.612	94	97	0.082474	0.092784
4263	DS10_00000377	Dsuz	0.1521	0.4888	0.1114	0.532	0.277	0.46	0.656	15.09375	0.791	0.606	511	533	-0.68818	0.065666
4264	DS10_00000378	Dsuz	0.2216	0.4412	0.1247	0.5048	0.236	0.319	0.57	22.703125	0.721	0.577	609	629	-0.503816	0.09539
4265	DS10_00000380	Dsuz	0.2535	0.3881	0.2004	0.4108	0.235	0.258	0.519	31.5	0.629	0.537	601	623	-0.344302	0.086677
4266	DS10_00000382	Dsuz	0.209	0.4614	0.1457	0.4724	0.274	0.339	0.576	22.125	0.715	0.552	642	668	-0.220359	0.098802
4267	DS10_00000384	Dsuz	0.2414	0.5259	0.1154	0.4022	0.241	0.416	0.623	18.546875	0.71	0.545	138	143	-0.348252	0.083916
4268	DS10_00000385	Dsuz	0.2053	0.404	0.0892	0.5302	0.192	0.335	0.562	24.25	0.757	0.616	185	192	-0.492187	0.057292
4269	DS10_00000390	Dsuz	0.1993	0.5681	0.1633	0.2971	0.285	0.334	0.57	26.90625	0.708	0.562	342	351	-0.863533	0.128205
4270	DS10_00000391	Dsuz	0.2177	0.4422	0.145	0.45	0.269	0.321	0.559	24.546875	0.705	0.572	901	934	-0.325375	0.082441
4271	DS10_00000396	Dsuz	0.1817	0.5018	0.1304	0.4789	0.302	0.42	0.631	17.859375	0.752	0.573	1406	1442	-0.437517	0.065187
4272	DS10_00000397	Dsuz	0.2974	0.3436	0.3808	0.3064	0.253	0.017	0.389	35.578125	0.483	0.486	288	292	-1.561986	0.023973
4273	DS10_00000399	Dsuz	0.2763	0.3962	0.2209	0.3741	0.228	0.203	0.496	36.546875	0.6	0.516	1392	1441	-0.324774	0.095767
4274	DS10_00000401	Dsuz	0.2583	0.3888	0.2004	0.425	0.231	0.212	0.488	32.578125	0.63	0.532	1292	1320	-0.368106	0.058333
4275	DS10_00000402	Dsuz	0.2188	0.4375	0.1867	0.4599	0.221	0.298	0.556	39.5	0.679	0.519	196	203	-0.155665	0.059113
4276	DS10_00000403	Dsuz	0.2096	0.4674	0.1528	0.4553	0.246	0.364	0.594	24.171875	0.707	0.541	680	713	-0.189201	0.102384
4277	DS10_00000406	Dsuz	0.3224	0.3614	0.2479	0.3717	0.241	0.15	0.465	37.71875	0.556	0.519	2051	2113	-0.572504	0.08566
4278	DS10_00000409	Dsuz	0.3223	0.335	0.32	0.3293	0.233	0.041	0.394	42.75	0.498	0.471	1018	1037	-0.586403	0.073288
4279	DS10_00000410	Dsuz	0.1719	0.4531	0.1833	0.4286	0.181	0.273	0.533	20.640625	0.707	0.568	75	81	-0.508642	0.037037
4280	DS10_00000411	Dsuz	0.2402	0.4	0.1881	0.4192	0.225	0.26	0.52	30.5	0.65	0.543	1145	1172	-0.513737	0.059727
4281	DS10_00000415	Dsuz	0.2275	0.3686	0.1792	0.4933	0.212	0.236	0.502	36.859375	0.669	0.549	305	311	-0.081029	0.083601
4282	DS10_00000417	Dsuz	0.1841	0.4657	0.1158	0.4402	0.261	0.398	0.607	19.109375	0.744	0.593	624	657	0.150076	0.08828
4283	DS10_00000421	Dsuz	0.2153	0.4431	0.1786	0.3515	0.238	0.317	0.548	27.078125	0.66	0.552	447	470	0.540638	0.080851
4284	DS10_00000428	Dsuz	0.2094	0.4517	0.1799	0.4538	0.249	0.291	0.552	25.375	0.689	0.527	576	605	-0.26	0.097521
4285	DS10_00000429	Dsuz	0.1118	0.5838	0.1077	0.5349	0.31	0.544	0.716	10.078125	0.831	0.592	948	975	-0.721744	0.043077
4286	DS10_00000430	Dsuz	0.3804	0.287	0.3782	0.2718	0.182	-0.085	0.321	41.96875	0.421	0.457	1655	1683	-1.419014	0.071301
4287	DS10_00000431	Dsuz	0.2148	0.4564	0.2517	0.3197	0.214	0.205	0.476	35.171875	0.622	0.552	185	189	-0.701587	0.079365
4288	DS10_00000432	Dsuz	0.0811	0.5676	0.0938	0.5312	0.42	0.749	0.841	NA	0.864	0.59	44	48	0.53125	0.083333
4289	DS10_00000433	Dsuz	0.2947	0.4	0.2547	0.4	0.262	0.186	0.496	47.09375	0.586	0.465	133	142	-0.849296	0.070423
4290	DS10_00000434	Dsuz	0.1803	0.5279	0.1032	0.4692	0.271	0.432	0.64	17.4375	0.771	0.569	367	379	-0.143272	0.084433
4291	DS10_00000438	Dsuz	0.2831	0.4339	0.1755	0.4713	0.266	0.288	0.561	31.375	0.655	0.504	501	517	-0.688975	0.094778
4292	DS10_00000439	Dsuz	0.1734	0.461	0.1446	0.4678	0.256	0.36	0.585	24.34375	0.739	0.591	815	849	-0.128386	0.096584
4293	DS10_00000441	Dsuz	0.2355	0.4278	0.1758	0.435	0.235	0.292	0.545	28.15625	0.668	0.55	1289	1335	-0.398352	0.093633
4294	DS10_00000442	Dsuz	0.2513	0.4332	0.1824	0.4371	0.251	0.264	0.534	30.484375	0.658	0.526	1149	1189	-0.481918	0.08831
4295	DS10_00000447	Dsuz	0.1276	0.5312	0.0763	0.5163	0.317	0.521	0.689	9.890625	0.833	0.611	454	465	-0.197635	0.101075
4296	DS10_00000449	Dsuz	0.1348	0.4539	0.2145	0.4437	0.221	0.298	0.538	23.640625	0.711	0.589	357	371	-0.497574	0.053908
4297	DS10_00000450	Dsuz	0.1675	0.5438	0.1489	0.4515	0.293	0.4	0.622	22.703125	0.756	0.561	495	508	-0.635039	0.088583
4298	DS10_00000455	Dsuz	0.2222	0.3791	0.1918	0.4643	0.175	0.242	0.508	28.234375	0.665	0.543	185	188	-0.153192	0.074468
4299	DS10_00000456	Dsuz	0.3186	0.3097	0.202	0.4699	0.2	0.138	0.446	24.703125	0.569	0.45	130	143	0.759441	0.13986
4300	DS10_00000462	Dsuz	0.2375	0.3712	0.1978	0.4308	0.186	0.226	0.494	26.734375	0.641	0.555	348	362	-0.135912	0.085635
4301	DS10_00000469	Dsuz	0.3237	0.3734	0.3394	0.3177	0.269	0.093	0.441	37.9375	0.501	0.489	724	745	-0.991678	0.041611
4302	DS10_00000472	Dsuz	0.3002	0.3697	0.2828	0.3025	0.209	0.129	0.44	37.21875	0.527	0.49	493	514	-0.239105	0.070039
4303	DS10_00000477	Dsuz	0.1842	0.4842	0.1147	0.4952	0.204	0.408	0.62	22.921875	0.765	0.598	255	264	-0.898106	0.049242
4304	DS10_00000478	Dsuz	0.2166	0.4055	0.1632	0.4769	0.259	0.239	0.506	29.1875	0.695	0.605	824	839	-0.889988	0.036949
4305	DS10_00000480	Dsuz	0.2653	0.3842	0.2153	0.4077	0.223	0.212	0.493	29.28125	0.61	0.516	611	629	-0.202226	0.076312
4306	DS10_00000483	Dsuz	0.1935	0.4547	0.1624	0.449	0.234	0.311	0.553	24.1875	0.711	0.562	788	816	-0.012132	0.079657
4307	DS10_00000484	Dsuz	0.3008	0.3534	0.2597	0.3968	0.264	0.153	0.463	40.5	0.566	0.501	339	346	-0.190751	0.095376
4308	DS10_00000486	Dsuz	0.2159	0.4177	0.1862	0.407	0.208	0.306	0.551	23.875	0.667	0.591	633	666	-0.482883	0.082583
4309	DS10_00000487	Dsuz	0.2979	0.4122	0.2943	0.3178	0.251	0.137	0.463	36.140625	0.545	0.481	484	499	-0.595391	0.082164
4310	DS10_00000488	Dsuz	0.1804	0.4675	0.1595	0.4121	0.229	0.305	0.536	24.859375	0.717	0.599	976	1002	-0.633732	0.042914
4311	DS10_00000490	Dsuz	0.1842	0.4632	0.1245	0.5685	0.22	0.442	0.655	30.40625	0.774	0.606	296	308	-1.325974	0.048701
4312	DS10_00000492	Dsuz	0.2222	0.4095	0.2138	0.4194	0.225	0.237	0.505	33.4375	0.645	0.514	550	582	-0.043814	0.111684
4313	DS10_00000494	Dsuz	0.2252	0.411	0.1654	0.4696	0.236	0.26	0.522	29.6875	0.687	0.553	1117	1154	-0.682409	0.038995
4314	DS10_00000495	Dsuz	0.1986	0.5068	0.1044	0.4741	0.325	0.426	0.635	20.046875	0.754	0.567	342	356	-0.234832	0.101124
4315	DS10_00000497	Dsuz	0.2691	0.343	0.2486	0.4194	0.225	0.13	0.444	37.859375	0.588	0.518	464	481	-0.443035	0.091476
4316	DS10_00000500	Dsuz	0.2434	0.5354	0.1591	0.4195	0.288	0.345	0.593	21.453125	0.697	0.518	297	310	-0.583548	0.087097
4317	DS10_00000504	Dsuz	0.3193	0.3544	0.2332	0.373	0.225	0.132	0.445	40.125	0.558	0.509	1934	1992	-0.467269	0.066767
4318	DS10_00000506	Dsuz	0.2562	0.436	0.1571	0.4047	0.226	0.273	0.533	28.90625	0.656	0.523	454	475	0.206105	0.124211
4319	DS10_00000512	Dsuz	0.19	0.4389	0.1185	0.4543	0.23	0.324	0.544	17.46875	0.74	0.622	524	532	-0.775188	0.030075
4320	DS10_00000517	Dsuz	0.2135	0.467	0.2146	0.3633	0.272	0.291	0.543	27.40625	0.651	0.609	748	779	-0.698331	0.037227
4321	DS10_00000518	Dsuz	0.2994	0.3784	0.2793	0.3702	0.269	0.132	0.46	42.765625	0.561	0.535	670	674	-1.412315	0.023739
4322	DS10_00000519	Dsuz	0.1993	0.5	0.1188	0.4667	0.247	0.375	0.601	20.671875	0.747	0.576	376	387	-0.445478	0.072351
4323	DS10_00000520	Dsuz	0.2212	0.4235	0.1804	0.4354	0.252	0.264	0.519	28.53125	0.673	0.55	958	1007	-0.05144	0.074479
4324	DS10_00000528	Dsuz	0.2791	0.3798	0.3093	0.3371	0.205	0.055	0.407	37.953125	0.545	0.445	145	152	0.592763	0.177632
4325	DS10_00000536	Dsuz	0.2587	0.4378	0.1123	0.4463	0.211	0.324	0.571	25.796875	0.696	0.568	240	256	-0.710547	0.101562
4326	DS10_00000537	Dsuz	0.313	0.3565	0.3776	0.3295	0.221	-0.006	0.378	34.234375	0.49	0.452	143	146	-0.580822	0.075342
4327	DS10_00000540	Dsuz	0.313	0.378	0.1964	0.4049	0.214	0.208	0.505	30.375	0.593	0.523	297	309	-0.494175	0.084142
4328	DS10_00000547	Dsuz	0.1901	0.4909	0.1153	0.4438	0.237	0.395	0.605	19.359375	0.751	0.609	1295	1319	-0.749583	0.064443
4329	DS10_00000548	Dsuz	0.2198	0.4639	0.1498	0.4147	0.242	0.328	0.565	22.046875	0.697	0.58	1644	1705	-0.458944	0.077419
